ID;Year;Default;WC/TA;RE/TA;EBIT/TA;ME/TL;S/TA
361;1996;0;0.0039148;0.5145732;0.0623153;4.9634860;0.1811241
361;1997;0;0.1229596;0.3575934;0.0762879;9.7819760;0.2106232
361;1998;0;0.0854095;0.3466341;0.0862887;12.0049600;0.2379208
361;1999;0;0.2796971;0.3806794;0.1002828;9.3054610;0.2342813
361;2000;0;0.2358189;0.4180883;0.0834372;12.1935600;0.2356587
361;2001;0;0.1475155;0.4344200;0.0719187;9.4963390;0.2069371
361;2002;0;0.1706695;0.4354727;0.0807816;6.6452990;0.1820417
361;2003;0;0.1813041;0.4603500;0.0709553;6.6592620;0.1874886
361;2004;0;0.2416455;0.4229425;0.0607213;4.6363220;0.1778646
362;1997;0;0.1311480;0.1907194;0.0701257;1.2054860;0.3355916
362;1998;0;0.1363512;0.2347902;0.0877356;1.2459010;0.3286325
362;1999;0;0.1177487;0.2691100;0.0687661;0.9213710;0.3495663
363;1995;0;0.4291355;0.6350237;0.1017669;3.5003730;0.5683118
363;1996;0;0.1813385;0.8967984;0.1362818;2.5425080;0.7489316
363;1997;0;0.2490994;0.8777912;0.1466441;3.8245450;0.7847655
363;1998;0;0.2685451;1.2482520;0.1408597;3.9578650;0.7438594
363;1999;0;0.2911169;1.5101700;0.1732170;3.4215340;0.8273575
363;2000;0;0.2762290;0.5534217;0.1467665;4.9887030;0.8907922
363;2001;0;0.3159955;0.5645577;0.1588690;4.0483360;0.6866966
363;2002;0;0.3346478;0.4242752;0.0999530;2.7876790;0.4429450
363;2003;0;0.4196625;0.4590763;0.1040310;3.6346790;0.4455754
363;2004;0;0.2218348;0.5869142;0.1222520;2.5999050;0.5663731
364;1998;0;-0.0075807;0.4116779;0.0802069;4.8172360;0.1651964
365;1995;0;0.0777059;0.1985937;0.0515149;1.0333140;0.3994631
365;1996;0;0.0477566;0.1921464;0.0538876;0.8271059;0.3384505
365;1997;0;0.0674229;0.2200101;0.0552575;0.9974573;0.3345231
365;1998;0;0.0695032;0.2213886;0.0535192;0.9398947;0.3361984
365;1999;0;0.0968721;0.2441885;0.0542529;1.1095020;0.3208167
365;2000;0;0.1225754;0.2538892;0.0536148;0.6971543;0.3268055
366;2001;0;0.3693451;1.0801170;0.0803735;2.9534500;0.4776395
366;2002;0;0.3000276;1.0053060;0.0733623;3.1763840;0.4656528
366;2003;0;0.3418603;0.9811957;0.0683836;3.7915120;0.4150689
366;2004;0;0.3172976;0.9362612;0.0577053;3.7786860;0.4181588
367;1995;0;0.1794653;0.3004519;0.0611042;1.4221800;0.3756981
367;1996;0;0.0573993;0.2183063;0.0575841;0.8164827;0.2870542
367;1997;0;0.0568784;0.1909185;0.0582592;0.8382850;0.3118753
367;1998;0;0.0377171;0.2325492;0.0581032;0.7614197;0.2767187
367;1999;0;0.0938112;0.2237997;0.0493542;0.4033871;0.2563217
367;2000;0;0.0656519;0.2021072;0.0514592;0.6569864;0.2809135
367;2001;0;0.0621558;0.1697870;0.0299250;0.9915071;0.3021376
367;2002;0;0.0659677;0.1271875;0.0554794;1.3449790;0.3306106
367;2003;0;0.0610138;0.1814954;0.0582938;1.2258350;0.3686495
367;2004;0;0.0477298;0.1977813;0.0439964;1.3636520;0.4127707
368;1997;0;0.0335917;0.0053308;-0.0205193;0.6349045;0.0788492
368;1998;0;0.0127563;-0.1957509;-0.0943463;0.1910138;0.0703082
368;1999;0;0.0557893;-0.2640644;0.0351312;0.2201945;0.0783636
368;2000;0;0.0567406;-0.2380308;0.0554388;0.6320644;0.1113717
368;2001;0;0.0726099;-0.1646578;0.0070339;0.5601233;0.0986712
368;2002;0;-0.0188342;-0.2295065;0.0483132;0.6758434;0.1182105
368;2003;0;-0.0160471;-0.1667774;0.0537836;0.9929308;0.0987667
368;2004;0;0.0081606;-0.0547751;0.0462336;1.4064520;0.0829227
369;2001;0;0.4917023;0.0687367;0.0001605;1.6841760;0.2406985
369;2002;0;0.4965991;-0.0856629;-0.0001968;1.4507650;0.2090646
369;2003;0;0.3580445;-0.2163069;0.0007698;1.4317120;0.2536090
369;2004;0;0.4781426;-0.0293488;0.0871976;3.3611660;0.4297321
370;1998;0;0.1568385;0.0995387;0.0090663;1.4595540;0.1306578
370;1999;0;-0.0015163;0.1021868;0.0539856;0.8172972;0.1680621
370;2000;0;-0.0122484;0.0832130;0.0419743;0.6937072;0.1825923
370;2001;0;-0.0101274;0.0796852;0.0423269;0.5810499;0.1626064
370;2002;0;0.0296283;0.0552521;0.0502825;0.5593148;0.1717410
370;2003;0;0.0773556;0.0690482;0.0386165;0.5644579;0.1599879
370;2004;0;0.0851449;0.0941432;0.0455684;0.7126805;0.1600556
371;2002;0;0.0550743;0.3030822;0.0408947;0.4219186;0.1880608
371;2003;0;0.0564570;0.3060796;0.0343966;0.7005169;0.2007651
371;2004;0;0.0809132;0.3262711;0.0500504;0.9740736;0.2025369
372;1997;0;0.2766253;0.0180724;0.0340782;0.6545827;0.3370105
372;1998;0;0.2932348;0.0287881;0.0707165;0.4631591;0.4710820
372;1999;0;0.2752753;0.0207496;0.0508134;0.2678484;0.4771624
372;2000;0;0.3297889;0.0250102;0.0697039;0.1419563;0.5064862
372;2001;0;0.2736540;0.0353417;0.0340825;0.1377451;0.4360319
372;2002;0;0.3244413;-0.4083081;0.0610503;0.0727131;0.5921556
372;2003;0;0.3612078;-0.6789683;0.0475186;0.0700175;0.8038002
372;2004;0;0.3453692;-0.5886610;0.0559823;0.2880738;0.9186399
373;1995;0;0.0312912;0.3343769;0.0470940;1.3310830;0.1656248
373;1996;0;0.0334688;0.3275861;0.0777356;2.0783360;0.1515135
374;2000;0;0.1054603;0.3137522;0.0046450;0.5450270;0.1942881
374;2002;0;0.1047153;0.2805138;0.0414039;0.5020484;0.1485648
374;2003;0;0.3506357;0.3305441;0.0903229;1.0336210;0.2503037
374;2004;0;0.3547511;0.4099783;0.0551384;1.7734570;0.2086764
375;1995;0;0.2039558;0.3142832;0.0490059;2.6586700;0.5136496
375;1996;0;0.1387913;0.3125822;0.0438399;2.6164130;0.4986466
375;1997;0;0.1599006;0.3378933;0.0525290;3.4173830;0.4950591
375;1998;0;0.1487497;0.3478600;0.0580539;6.4350050;0.5256637
375;1999;0;0.1734501;0.3272285;0.0552359;3.9784800;0.4516732
375;2000;0;0.1504200;0.3328589;0.0418608;3.5127390;0.4214217
375;2001;0;0.1837191;0.3607626;0.0610928;5.0803450;0.4123490
375;2002;0;0.1452244;0.4052856;0.0601081;3.4443070;0.4112049
375;2003;0;0.1478168;0.4312033;0.0730798;4.8492290;0.4113531
375;2004;0;0.0972021;0.4773012;0.0747166;4.5858290;0.4451685
376;1995;0;0.2934991;0.5356095;0.0484246;2.7519780;0.2794103
376;1996;0;0.3018503;0.5478703;0.0578591;3.1345070;0.2918220
376;1997;0;0.2982253;0.5371526;0.0750621;3.2827780;0.3221657
376;1998;0;0.2852904;0.4391687;0.0473282;1.6570120;0.2717899
376;1999;0;0.3170793;0.4542790;0.0629735;1.9213490;0.3013088
376;2000;0;0.3098402;0.4279243;0.0625299;1.5022300;0.3051557
376;2001;0;0.3296099;0.4264145;0.0489792;2.0546460;0.2981634
376;2002;0;0.3473761;0.4323860;0.0556157;1.6099980;0.2936358
376;2003;0;0.3569380;0.4553162;0.0572884;1.7275220;0.2916751
376;2004;0;0.2422191;0.2215591;0.0575847;0.8283356;0.2427409
377;1995;0;0.1512221;0.2620029;0.0537111;0.7142139;0.3213460
377;1996;0;0.1388930;0.2224761;0.0213011;0.5029948;0.2650770
377;1997;0;0.1622911;0.1904459;0.0300163;0.6877017;0.3211593
378;1995;0;0.0007687;0.2440200;0.0620161;1.8824940;0.2372296
378;1996;0;0.0214340;0.2556514;0.0620645;1.8457650;0.2411821
378;1997;0;-0.0908828;0.2456305;0.0236670;2.1529050;0.2299588
379;1995;0;0.0264869;0.1996662;0.0397361;0.8355243;0.1495908
379;1996;0;0.0508352;0.2108552;0.0654919;0.9364021;0.1735297
379;1997;0;0.0539534;0.2214750;0.0590225;1.3261580;0.1891461
379;1998;0;0.0704953;0.1696238;0.0379611;1.6009920;0.2190454
379;1999;0;0.1218985;0.1668051;0.0471822;1.0738950;0.2267887
379;2000;0;0.1041347;0.1623721;0.0480643;1.4997080;0.2930568
379;2001;0;0.1268669;0.1706149;0.0597987;1.3084790;0.2087912
379;2002;0;0.1039935;0.1920435;0.0477900;1.1924460;0.2083130
379;2003;0;0.1216807;0.1881774;0.0538317;1.4143240;0.2048385
379;2004;0;0.0969773;0.2193922;0.0417205;1.5505770;0.2275201
380;2001;0;0.2046372;0.2806556;0.0431436;0.9568412;0.2494526
380;2002;0;0.2248008;0.3206667;0.0557675;1.5291690;0.2496983
380;2003;0;0.2845163;0.4308522;0.0772886;2.2961520;0.2600735
380;2004;0;0.3552655;0.4670342;0.0610234;2.3606220;0.2442779
381;1995;0;0.1064859;0.1934617;0.0418437;0.6557181;0.2424321
382;1995;0;0.0540437;0.1865443;0.0572940;1.2857410;0.1726823
382;1996;0;0.0389726;0.1324728;0.0412942;1.1072260;0.1728920
382;1997;0;0.0425075;0.1464420;0.0467797;1.3041980;0.1830981
382;1998;0;0.1334049;0.1526750;0.0652896;1.3148480;0.1753777
382;1999;0;0.0503153;0.1355507;0.0716486;1.0695380;0.1802166
382;2000;0;0.0453477;0.1340255;0.0625259;1.0439090;0.2211603
382;2001;0;0.0547123;0.1388108;0.0432327;1.4151910;0.1649105
382;2002;0;0.0604536;0.1282271;0.0382187;1.1867370;0.1763452
382;2003;0;0.0325151;0.1509540;0.0352729;1.2709550;0.1661107
382;2004;0;0.0557597;0.1415877;0.0533251;1.5238750;0.1713740
383;1999;0;0.1350218;0.2554860;0.0630409;1.0687480;0.3936515
383;2000;0;0.1663747;0.2677244;0.0700811;1.0375750;0.4082746
383;2001;0;0.1853705;0.2877697;0.0548157;1.5425460;0.3965442
383;2002;0;0.1719498;0.2905289;0.0411616;1.1526890;0.3765708
383;2003;0;0.2406651;0.3221247;0.0662076;1.5854220;0.5034536
384;2003;0;0.5610676;0.4838059;0.0746791;2.3484080;0.2166536
385;2001;0;0.0613286;0.3849745;0.0432651;0.9487307;0.2935744
385;2002;0;0.1526311;0.2308937;0.0527377;0.5505548;0.2748834
385;2003;0;0.0952339;0.2270377;0.0341261;0.6719281;0.2859515
385;2004;0;0.1304792;0.2602684;0.0384355;0.8123270;0.3049713
386;1995;0;0.0338022;0.3709829;0.0615342;2.5460200;0.2261759
386;1996;0;0.0996822;0.2947100;0.0329079;1.4390930;0.1440870
387;1995;0;0.1976759;0.0278964;0.0469664;1.2510020;0.1701934
388;1995;0;0.1351226;0.6491556;0.0598447;0.9923673;0.3119205
388;1996;0;0.0461347;0.3588044;0.0744217;1.2507280;0.4935364
388;1997;0;0.0477113;0.3523290;0.0357695;1.5129850;0.4730618
389;2001;0;0.0958815;0.1315610;0.0514721;0.8627773;0.4073544
389;2002;0;0.0615421;0.1340522;0.0568896;0.5501067;0.4446374
390;1995;0;0.2267594;0.1189333;0.0506884;0.9527813;0.2954681
390;1996;0;0.2142921;0.1055744;0.0535364;1.2525360;0.2918405
390;1997;0;0.2285378;0.0976208;0.0303554;0.9202549;0.2494696
390;1998;0;0.2628039;0.0958046;0.0383679;0.5580837;0.2340793
390;1999;0;0.2184774;0.1331928;0.0452631;0.5950861;0.2735057
391;1995;0;0.0640746;0.4213329;0.0624860;2.4440400;0.2466168
391;1996;0;0.0794365;0.4778379;0.0674273;2.8588790;0.2559434
391;1997;0;0.0579461;0.3163680;0.0600167;2.7365950;0.2426996
391;1998;0;-0.1060189;0.2623592;0.0606844;1.8492110;0.1994991
391;1999;0;-0.0466775;0.2227491;0.0592878;2.9033350;0.2102352
391;2000;0;-0.0026540;0.2542928;0.0796662;3.7451460;0.2154181
391;2001;0;0.0196065;0.2928059;0.0653585;3.6618100;0.1982254
391;2002;0;0.0150459;0.3152153;0.0723600;2.8320790;0.2126521
391;2003;0;0.0198742;0.3561106;0.0738850;2.6535310;0.2281357
391;2004;0;0.0377999;0.2758690;0.0324243;1.3352500;0.1875508
392;1995;0;0.0927583;0.2944898;0.0357377;0.4024658;0.8588850
392;1996;0;0.0868633;0.2691824;0.0490991;0.4148979;0.8621536
392;1997;0;0.1594252;0.2475287;0.0553763;0.4145091;0.7635328
392;1998;0;0.1611062;0.2419089;0.0518035;0.2819578;0.7635815
392;1999;0;0.1017842;0.2227924;0.0574561;0.2682192;0.8021134
392;2000;0;0.1538540;0.2566916;0.0431926;0.2836175;0.6347274
392;2001;0;0.1721089;0.2513776;0.0286970;0.2842643;0.6693642
392;2002;0;0.1555335;0.2582342;0.0400585;0.2393100;0.7165486
392;2003;0;0.1428727;0.2439097;0.0302479;0.2674578;0.7115263
392;2004;0;0.0459884;0.2391995;0.0273045;0.2520787;0.7962616
393;1995;0;0.1662693;0.4007794;0.0433540;2.3922990;0.2271287
393;1996;0;0.2734321;0.4518237;0.0627525;3.1392200;0.2564974
393;1997;0;0.2557076;0.4401024;0.0748142;4.0246310;0.2661485
393;1998;0;0.2156148;0.4444788;0.0803166;4.0356120;0.2944942
393;1999;0;0.2296511;0.3401209;0.0622405;3.2507360;0.2783946
393;2000;0;0.1775246;0.3241019;0.0557922;2.7365620;0.2453316
393;2001;0;0.1787298;0.2835530;0.0608587;2.2522630;0.2459669
393;2002;0;0.2155847;0.2597720;0.0667648;1.5567970;0.2364321
393;2003;0;0.1649750;0.3445375;0.0692602;1.9327290;0.2549196
393;2004;0;0.2216418;0.3765620;0.0760177;2.3356650;0.2785066
394;1995;0;0.2261989;0.0587163;0.0405632;0.6273561;0.2917161
394;1996;0;0.2248343;0.0964447;0.0422986;0.5964870;0.2508662
394;1997;0;0.1702550;0.1284111;0.0598651;0.9645358;0.2289288
395;1995;0;0.1044967;-0.1436443;0.0572079;1.4585030;0.3598557
396;1998;0;0.2538950;0.3915761;0.0298397;1.1366490;0.2288541
396;1999;0;0.2595459;0.3730921;0.0293096;1.6096780;0.2362220
396;2000;0;0.2378940;0.3970202;0.0301288;1.1255480;0.2124832
396;2001;0;0.2137852;0.3259804;0.0305332;0.8143597;0.2408207
396;2002;0;0.2176212;0.2591587;0.0420813;0.5695827;0.2799523
396;2003;0;0.1998806;0.3181887;0.0415300;1.0024140;0.2955354
397;1995;0;0.3419754;0.3943558;0.1137658;4.7988250;0.4717177
397;1996;0;0.3188054;0.4886852;0.0810328;5.2335380;0.5190143
397;1997;0;0.3659841;0.3648309;0.1134617;5.5065720;0.4562850
397;1998;0;0.2056635;0.3896691;0.0779133;2.7873950;0.4455697
397;1999;0;0.1612028;0.0792530;0.0688222;1.7898410;0.3301412
397;2000;0;0.0741876;-0.0651732;0.0730786;2.1632910;0.4000565
397;2001;0;0.1342472;-0.0178767;0.0707979;2.6729900;0.3832110
397;2002;0;0.1937122;0.0377285;0.1066373;3.4176190;0.4039740
397;2003;0;0.2533464;0.1304136;0.1059260;3.6480910;0.4200031
397;2004;0;0.2221688;0.2072659;0.1196231;3.4321720;0.4155491
398;1998;0;0.2612097;-0.7861975;0.0683223;1.9329890;0.8727285
398;1999;0;0.2140798;-0.8338968;0.0266631;1.2869860;0.7822096
398;2000;0;0.2088844;-0.7168671;0.0330301;0.9164637;0.7445914
398;2001;0;0.0641535;-0.5007661;-0.0094512;0.8782304;0.4105265
398;2002;0;-0.0320301;-0.7097437;0.0152912;0.7119710;0.4703031
398;2003;0;0.1171612;-0.6089306;0.0405931;1.5429610;0.4950974
398;2004;0;0.0985686;-0.8212060;0.0165197;0.8901364;0.5179187
399;1995;0;0.3841753;0.4721810;0.1040090;2.0451900;0.3976917
399;1996;0;0.3378423;0.3903277;0.1097261;1.6796950;0.4464514
399;1997;0;0.3213961;0.3971968;0.1025842;2.0244320;0.4657114
399;1998;0;0.3043141;0.3931011;0.1222293;2.0594510;0.4570309
399;1999;0;0.2821173;0.3816020;0.1093140;1.5403000;0.4556633
399;2000;0;0.2881983;0.3428734;0.1169905;1.5333560;0.4577558
399;2001;0;0.2328141;0.3463575;0.0871618;1.3890200;0.4116669
399;2002;0;0.1892807;0.3672716;0.0811009;0.7808720;0.4199699
399;2003;0;0.2251541;0.3546766;0.0819898;1.2470870;0.4035710
399;2004;0;0.1667386;0.3041457;0.0617427;0.9755235;0.3473204
400;1995;0;0.2863458;0.1884280;0.0654749;1.4623550;0.3487309
400;1996;0;0.1680930;0.2090658;0.0602909;1.1329050;0.3548974
400;1997;0;0.1865317;0.2568764;0.0830802;1.8925640;0.4053211
400;1998;0;0.1052698;0.3174518;0.0751931;2.7301450;0.3995035
400;1999;0;0.0899226;0.4125082;0.0798698;1.8614600;0.4232134
400;2000;0;0.0745917;0.4581257;0.0579268;1.0540160;0.3793164
400;2001;0;0.1232636;0.3390417;0.0427336;0.7882925;0.3771554
400;2002;0;0.0791390;0.3299427;0.0678292;0.7581104;0.3932406
400;2003;0;0.1297403;0.3374727;0.0514723;0.7625136;0.4355250
400;2004;0;0.1960278;0.2856030;0.0462678;0.5616501;0.4091774
401;1995;0;0.0244732;0.2605472;0.0836928;1.7801940;0.3464716
401;1996;0;0.0627375;0.2533104;0.0858502;2.2326740;0.4400504
401;1997;0;0.0351187;0.2219267;0.0944733;2.2932410;0.4659919
401;1998;0;0.0217102;0.2081616;0.1041839;2.8107760;0.5099889
401;1999;0;0.0567279;0.2144703;0.1100325;2.8453990;0.5346541
401;2000;0;-0.2147055;0.1380690;0.0937128;1.9875300;0.4278667
401;2001;0;-0.0197684;0.1847740;0.0965400;2.2995530;0.3991168
401;2002;0;0.0519465;0.2167558;0.0972884;2.5097910;0.3503453
401;2003;0;0.0684272;0.2598939;0.0837864;2.8873870;0.3535441
401;2004;0;0.0755043;0.2558910;0.0817753;3.4084310;0.3392378
402;1995;0;-0.0165659;0.6579953;0.0874050;4.2157960;0.2102468
402;1996;0;-0.0228718;0.6692277;0.0695494;3.6708940;0.1906738
402;1997;0;-0.0863486;0.6767771;0.0686836;3.5431270;0.1944527
402;1998;0;-0.0293959;0.6979724;0.0791459;5.1157660;0.1885320
402;1999;0;-0.0414555;0.7264248;0.0731478;5.1669310;0.2023710
402;2000;0;0.0058886;0.7789219;0.0521224;3.8209070;0.2005574
402;2001;0;0.0322925;0.7783178;0.0532091;2.7401710;0.2107563
402;2002;0;-0.0038212;0.7507549;0.0723637;1.5330690;0.2028861
402;2003;0;0.0028444;0.8175852;0.0684332;2.3639330;0.2060064
402;2004;0;0.0178365;0.8049377;0.0697676;2.9936800;0.2141797
403;1995;0;0.1028693;0.3333775;0.0646551;2.1321740;0.2585280
403;1996;0;0.0696123;0.3913373;0.0560604;2.0317290;0.2520222
403;1997;0;0.0940639;0.4162039;0.0531798;3.2342080;0.2601447
403;1998;0;0.0789936;0.4612924;0.0676586;4.5183600;0.2772495
403;1999;0;0.0336884;0.4846625;0.0761404;5.0630560;0.2738138
403;2000;0;0.0300765;0.4434176;0.0719548;3.6290740;0.2531497
403;2001;0;0.0134889;0.4531602;0.0728201;3.5856890;0.2491434
403;2003;0;0.0708913;0.5998023;0.0732851;4.7536390;0.2708404
404;1999;0;0.3026157;0.2135273;0.0132530;0.8935599;0.9385317
404;2000;0;0.2627947;0.1743719;0.0236967;0.9897386;1.0181250
404;2001;0;0.2639479;0.1969107;0.0480919;1.1797480;1.0124750
404;2002;0;0.2598497;0.2149825;0.0463494;0.7711547;1.0704800
404;2003;0;0.2471861;0.2430871;0.0496952;0.8302391;1.1364600
404;2004;0;0.2104218;0.1919174;0.0448331;0.8612480;1.1209750
405;1995;0;0.1539747;0.5031900;0.0630796;1.2922370;0.2808214
405;1996;0;0.1267555;0.4531235;0.0336505;1.1228340;0.2575200
405;1997;0;0.1293792;0.4217265;0.0488873;1.0218210;0.1977815
405;1998;0;0.1078450;0.4273597;0.0336942;1.0762470;0.1981509
405;1999;0;0.0806152;0.3993136;0.0539257;1.4023710;0.2039255
405;2000;0;0.0765618;0.4039363;0.0401391;1.0154790;0.2032419
406;2003;0;0.1386383;0.0415012;0.0744473;1.8074190;0.9200484
406;2004;0;0.1980767;0.0997662;0.0462422;2.3833630;0.8946012
407;2001;0;0.0480629;0.4262034;0.0267737;0.8430092;0.1069852
407;2002;0;0.0535793;0.4271578;0.0557817;1.0809300;0.1234791
407;2003;0;0.0526047;0.4374083;0.0544597;1.2076620;0.1173676
407;2004;0;0.0488911;0.4624617;0.0544827;1.2971210;0.1448744
408;1996;0;0.0653625;-0.0434405;0.0554892;0.4219083;0.1382373
408;1997;0;0.1625210;0.0218893;0.0380352;0.8125587;0.1722470
409;2001;0;-0.0220727;0.6123582;0.0820209;12.1470700;0.1877447
409;2002;0;0.2570067;0.6624136;0.0874008;13.2056100;0.2138176
409;2003;0;0.1066597;0.6642862;0.0948563;12.1752500;0.2164830
409;2004;0;0.2664311;0.6576337;0.0901884;10.3654900;0.1934390
410;1995;0;0.2931287;0.4690854;0.1243960;3.5358610;0.3685727
411;1995;0;0.2161883;0.4314103;0.0293599;1.3807110;0.3761126
411;1996;0;0.3124838;0.3918222;0.0933706;2.8169580;1.1266050
411;1997;0;0.1961183;0.2532444;0.0862025;3.4102580;0.6679345
411;1998;0;0.2070217;0.2999546;0.0652948;6.0242740;0.6541528
411;1999;0;0.2647720;0.3348151;0.0785685;4.3677960;0.7483073
411;2000;0;0.2819760;0.4007697;0.0763224;6.4512540;0.7320473
411;2001;0;0.3168790;0.4213495;0.0454738;2.8789930;0.7209561
411;2002;0;0.3308496;0.4521096;0.0602411;2.2443570;0.6911759
411;2003;0;0.3133861;0.5003194;0.0636801;3.1842890;0.7278392
411;2004;0;0.2286714;0.4034976;0.0469372;2.4364130;0.6316394
412;1995;0;0.5201832;0.7372949;0.0849627;2.9739860;0.5217330
412;1996;0;0.4960958;0.7470102;0.0921197;3.1543570;0.4851100
412;1997;0;0.4961376;0.7837406;0.0831831;4.1532950;0.4992127
413;1995;0;0.1471574;0.5513878;0.0721742;6.6948870;0.2129087
413;1996;0;0.1512629;0.6507866;0.0751514;7.8257730;0.2607214
413;1997;0;0.1412392;0.7068852;0.0797312;9.6248420;0.2848776
413;1998;0;0.1653080;0.6659269;0.0779611;9.2584400;0.2786984
413;1999;0;0.1130039;0.6849531;0.0896382;7.0249010;0.2948896
413;2000;0;0.1175964;0.7231905;0.0918679;8.6263510;0.3308962
413;2001;0;0.0504893;0.7526984;0.0906571;4.8189400;0.3233128
413;2002;0;0.0894709;0.7735330;0.0836080;4.3690090;0.1577556
413;2003;0;0.0678933;0.8785626;0.0935462;4.1444470;0.1710685
413;2004;0;0.0775465;0.8971208;0.0774423;2.8492440;0.1777515
414;1995;1;0.0403323;-0.1984415;0.0347541;0.2141342;0.0664759
415;1995;0;0.3405150;0.1418838;0.0619741;0.7169710;0.6560139
415;1996;0;0.3379307;0.1036189;0.0405713;0.7165658;0.6569870
415;1997;0;0.4100505;0.1287532;0.0712034;1.9411480;0.5871927
415;1998;0;0.4484901;0.1719314;0.0884837;1.1311750;0.5873908
415;1999;0;0.4319742;0.2222042;0.0980171;1.5929960;0.6405554
415;2000;0;0.4065557;0.2449897;0.0990104;2.9023060;0.7401785
415;2001;0;0.4482820;0.2887134;0.1111301;3.9279420;0.6708300
415;2002;0;0.5143149;0.3484652;0.0982066;4.1770340;0.6507964
415;2003;0;0.5271842;0.4042382;0.1165651;4.8299370;0.6166119
415;2004;0;0.5309191;0.4117090;0.1036790;5.1089370;0.5904775
416;1999;0;-0.0223742;-0.0060583;0.0354522;0.6283316;0.1913278
416;2000;0;-0.0527707;-0.0008494;0.0404549;0.6606916;0.2270788
417;1995;0;0.4039100;-0.6283627;-0.0957589;0.3742425;0.2516099
418;1997;0;0.2843482;0.5304764;0.0621868;4.8164190;0.2342247
418;1998;0;0.1893273;0.4825796;-0.0033829;2.4646080;0.1818045
418;1999;0;0.3090122;0.3073325;0.0186166;6.2945560;0.1939843
418;2000;0;0.3730630;0.3834497;0.1486152;13.4075500;0.2563964
418;2001;0;0.3248989;0.3849106;0.0153460;18.3248500;0.0856355
418;2002;0;0.2101717;0.2964574;-0.0366202;8.7915500;0.1240029
418;2003;0;0.1870329;0.1249764;0.0065348;4.1579100;0.1537638
418;2004;0;0.2404117;0.1515811;0.0523089;3.3054550;0.1819045
419;1995;0;0.4741290;0.0747172;0.0849914;1.1182120;0.3838206
419;1996;0;0.4723273;0.1422281;0.0783420;0.9384759;0.3780599
419;1997;0;0.4308863;0.2199572;0.0646966;1.6509290;0.3481703
420;2001;0;0.2660165;0.3510281;0.0297931;3.4300200;0.4384252
420;2002;0;0.2734315;0.2687294;0.0540418;2.4654580;0.4635533
420;2003;0;0.2892947;0.2954651;0.0626702;3.3695050;0.5241682
421;1995;0;0.2002565;1.0096880;0.0906366;6.0107920;0.3074237
421;1996;0;0.1790308;0.8442348;0.0754218;3.8900180;0.2564520
421;1997;0;0.0971764;0.6452324;0.0705153;2.4380850;0.3013586
421;1998;0;0.0427054;0.6083624;0.0562217;2.0107000;0.2687399
421;1999;0;0.1315902;0.5875098;0.0764329;2.8488080;0.3013506
421;2000;0;0.3012039;0.6310353;0.0680185;5.1546460;0.2068683
421;2001;0;0.2139494;0.5801688;0.0554807;5.5902880;0.2092493
421;2002;0;0.3607136;0.5309200;0.0684331;3.3132480;0.2493253
421;2003;0;0.3390483;0.6056579;0.0664996;4.3221850;0.2575471
421;2004;0;0.4018595;0.5940782;0.0579287;6.6362880;0.2438523
422;1995;0;0.2233453;0.6373200;0.0777270;3.8391490;0.2684463
422;1996;0;0.2306809;0.6370304;0.0942217;4.9335760;0.3145372
422;1997;0;0.2101484;0.6989075;0.0818719;4.5734260;0.3137808
422;1998;0;0.1639849;0.6696401;0.0635688;3.5005830;0.3052205
422;1999;0;0.1870761;0.7365771;0.0849250;5.1909710;0.3299894
422;2000;0;0.1417787;0.7405024;0.0720685;5.9875520;0.3208822
422;2001;0;0.1552349;0.7594879;0.0742488;5.4754540;0.2935553
422;2002;0;0.1290323;0.7185230;0.0771500;5.1771320;0.2971673
422;2003;0;0.1773694;0.7354500;0.0764658;6.8805450;0.3010372
422;2004;0;0.1586116;0.7974973;0.0804912;6.2227190;0.2688161
423;1995;0;0.0373171;0.1753500;0.0336806;0.7486452;0.1399291
423;1996;0;0.0345348;0.1817476;0.0386177;0.6603649;0.1373921
423;1997;0;0.0476715;0.1927003;0.0273020;1.0876150;0.1369824
423;1998;0;0.0902326;0.1699818;0.0346888;1.1643050;0.1273694
423;1999;0;0.0930320;0.1672265;0.0352345;0.8798697;0.1365077
423;2000;0;0.0564778;0.1588708;0.0449750;0.9468516;0.1440862
423;2001;0;0.0967758;0.1587890;0.0440213;1.0057250;0.1545311
423;2002;0;0.0091957;0.1739185;0.0504948;1.0351850;0.1460235
423;2003;0;0.0784759;0.2468445;0.0350341;1.6566030;0.0747213
423;2004;0;0.1996444;0.2198062;0.0355975;1.3848820;0.1587222
424;1997;0;0.0919978;0.2070237;0.0742131;1.3925360;0.2364881
424;1998;0;0.1050463;0.2044722;0.0422430;0.9967161;0.1967648
424;1999;0;0.1089171;0.1936711;0.0262264;0.5605917;0.1720183
424;2000;0;0.1210646;0.1613466;0.0394468;0.2938360;0.2000237
424;2001;0;0.1753815;0.0450494;0.0085156;0.1972789;0.2082613
424;2002;1;-0.0096430;-0.1249161;0.0179058;0.0886559;0.2397065
425;1995;0;0.0319266;0.2332056;0.0418605;0.7195803;0.1564782
425;1996;0;0.0177590;0.2522679;0.0666691;0.9344330;0.1940325
425;1997;0;0.0715426;0.3145145;0.0576500;1.6110140;0.2000567
425;1998;0;-0.1000869;0.2757333;-0.0216564;0.7593167;0.1730537
425;1999;0;-0.0260690;0.3269667;0.0865797;1.4697760;0.2574897
